# time[s], acceleration[m.s^-2]
7.406666666666667176e+00,-1.994079009813879907e-02
7.410000000000000142e+00,-1.811698011257516922e-02
7.413333333333333997e+00,-1.642953519483488639e-02
7.416666666666666963e+00,-1.490256454924011355e-02
7.420000000000000817e+00,-1.343188839495169928e-02
7.423333333333333783e+00,-1.215201266618605620e-02
7.426666666666666750e+00,-1.088781030526450241e-02
7.430000000000000604e+00,-9.742969661996909309e-03
7.433333333333333570e+00,-8.700949131293319455e-03
7.436666666666667425e+00,-7.788911973983177889e-03
7.440000000000000391e+00,-6.901315695423262259e-03
7.443333333333334245e+00,-6.060207688123850182e-03
7.446666666666667211e+00,-5.379910957960192842e-03
7.450000000000000178e+00,-4.698029247801932019e-03
7.453333333333334032e+00,-4.113542557663452288e-03
7.456666666666666998e+00,-3.577715669834714146e-03
7.460000000000000853e+00,-3.096698592641042302e-03
7.463333333333333819e+00,-2.664099902301843986e-03
7.466666666666666785e+00,-2.271674809261369724e-03
7.470000000000000639e+00,-1.933527424472279363e-03
7.473333333333333606e+00,-1.624938428410135742e-03
7.476666666666667460e+00,-1.363742810450197874e-03
7.480000000000000426e+00,-1.127954420446606806e-03
7.483333333333333393e+00,-9.324471812721973245e-04
7.486666666666667247e+00,-7.554568124724266292e-04
7.490000000000000213e+00,-6.115299635621519216e-04
7.493333333333334068e+00,-4.849785430375691260e-04
7.496666666666667034e+00,-3.815015394116705143e-04
7.500000000000000888e+00,-2.943978798300311036e-04
7.503333333333333854e+00,-2.236204474250305955e-04
7.506666666666666821e+00,-1.659788183378280320e-04
7.510000000000000675e+00,-1.208432837702922932e-04
7.513333333333333641e+00,-8.495182605968390639e-05
7.516666666666667496e+00,-5.806454583567122939e-05
7.520000000000000462e+00,-3.810394291328641537e-05
7.523333333333333428e+00,-2.377222007001896948e-05
7.526666666666667282e+00,-1.401256678367089053e-05
7.530000000000000249e+00,-7.545308910931064460e-06
7.533333333333334103e+00,-3.629327147075196232e-06
7.536666666666667069e+00,-1.491717978473620845e-06
7.540000000000000924e+00,-4.701205684778574747e-07
